timestamp,unit,sensoridentifier,samplingRate,status,value_nominal
1590041327046023,C,TT-011505,1,"0",19.2
1590041327046021,C,TT-011504,1,"0",19.2
1590041327046019,C,TT-011503,1,"0",19.2
1590041327046018,C,TT-011502,1,"0",19.2
1590041327046016,C,TT-011501,1,"0",19.2
1590041327046015,PSI,PT-012004,1,"0",0.88
1590041327046014,mm,ZT-013001,1,"0",6.4
1590041327046012,C,TT-011207,1,"0",10.67
1590041327046010,C,TT-011206,1,"0",10.67
1590041327046009,C,TT-011205,1,"0",10.67
1590041327046007,C,TT-011204,1,"0",10.67
1590041327046005,C,TT-011107,1,"0",138.67
1590041327046003,C,TT-011106,1,"0",138.67
1590041327046002,C,TT-011105,1,"0",138.67
1590041327046000,C,TT-011104,1,"0",138.67
1590041327045998,C,TT-011007,1,"0",23.52
1590041327045997,C,TT-011006,1,"0",23.52
1590041327045995,C,TT-011005,1,"0",23.52
1590041327045994,C,TT-011004,1,"0",23.52
1590041327045992,C,TT-012002,1,"0",138.67
1590041327045990,C,TT-012001,1,"0",138.67
1590041327045985,PSI,PT-012002,1,"0",0.88
1590041327045984,PSI,PT-012001,1,"0",0.88
1590041327045982,Bar,PT-010001,1,"0",0.16
1590041327045980,C,TT-010001,1,"0",-13.24
1590041327045979,C,TT-011203,1,"0",10.67
1590041327045976,C,TT-011202,1,"0",10.67
1590041327045974,C,TT-011201,1,"0",10.67
1590041327045973,C,TT-011103,1,"0",138.67
1590041327045971,C,TT-011102,1,"0",138.67
1590041327045969,C,TT-011101,1,"0",138.67
1590041327045967,C,TT-011003,1,"0",23.52
1590041327045964,C,TT-011002,1,"0",23.52
1590041327045950,C,TT-011001,1,"0",23.52
1590041328053147,PSI,PT-015001,1,"0",0.88
1590041328053145,C,TT-014002,1,"0",10.67
1590041328053144,C,TT-014001,1,"0",10.67
1590041328053142,PSI,PT-014002,1,"0",0.88
1590041328053141,PSI,PT-014001,1,"0",0.88
1590041328053139,C,TT-011507,1,"0",19.2
1590041328053137,C,TT-011506,1,"0",19.2
1590041328053136,C,TT-011505,1,"0",19.2
1590041328053134,C,TT-011504,1,"0",19.2
1590041328053133,C,TT-011503,1,"0",19.2
1590041328053131,C,TT-011502,1,"0",19.2
1590041328053129,C,TT-011501,1,"0",19.2
1590041328053128,PSI,PT-012004,1,"0",0.88
1590041328053126,mm,ZT-013001,1,"0",6.4
1590041328053125,C,TT-011207,1,"0",10.67
1590041328053123,C,TT-011206,1,"0",10.67
1590041328053122,C,TT-011205,1,"0",10.67
1590041328053120,C,TT-011204,1,"0",10.67
1590041328053118,C,TT-011107,1,"0",138.67
1590041328053117,C,TT-011106,1,"0",138.67
1590041328053115,C,TT-011105,1,"0",138.67
1590041328053113,C,TT-011104,1,"0",138.67
1590041328053111,C,TT-011007,1,"0",23.52
1590041328053110,C,TT-011006,1,"0",23.52
1590041328053109,C,TT-011005,1,"0",23.52
1590041328053107,C,TT-011004,1,"0",23.52
1590041328053106,C,TT-012002,1,"0",138.67
1590041328053104,C,TT-012001,1,"0",138.67
1590041328053102,PSI,PT-012002,1,"0",0.88
1590041328053100,PSI,PT-012001,1,"0",0.88
1590041328053098,Bar,PT-010001,1,"0",0.16
1590041328053096,C,TT-010001,1,"0",-13.24
1590041328053094,C,TT-011203,1,"0",10.67
1590041328053092,C,TT-011202,1,"0",10.67
1590041328053091,C,TT-011201,1,"0",10.67
1590041328053089,C,TT-011103,1,"0",138.67
1590041328053087,C,TT-011102,1,"0",138.67
1590041328053085,C,TT-011101,1,"0",138.67
1590041328053081,C,TT-011003,1,"0",23.52
1590041328053079,C,TT-011002,1,"0",23.52
1590041328053065,C,TT-011001,1,"0",23.52
1590041329046734,PSI,PT-015001,1,"0",0.39
1590041329046732,C,TT-014002,1,"0",-5.33
1590041329046731,C,TT-014001,1,"0",-5.33
1590041329046730,PSI,PT-014002,1,"0",0.39
1590041329046728,PSI,PT-014001,1,"0",0.39
1590041329046726,C,TT-011507,1,"0",8.4
1590041329046725,C,TT-011506,1,"0",8.4
1590041329046722,C,TT-011505,1,"0",8.4
1590041329046720,C,TT-011504,1,"0",8.4
1590041329046718,C,TT-011503,1,"0",8.1
1590041329046717,C,TT-011502,1,"0",8.1
1590041329046716,C,TT-011501,1,"0",8.1
1590041329046714,PSI,PT-012004,1,"0",0.37
1590041329046713,mm,ZT-013001,1,"0",2.7
1590041329046711,C,TT-011207,1,"0",-5.78
1590041329046710,C,TT-011206,1,"0",-5.78
1590041329046709,C,TT-011205,1,"0",-5.78
1590041329046707,C,TT-011204,1,"0",-5.78
1590041329046706,C,TT-011107,1,"0",48.22
1590041329046703,C,TT-011106,1,"0",48.22
1590041329046702,C,TT-011105,1,"0",48.22
1590041329046700,C,TT-011104,1,"0",48.22
1590041329046699,C,TT-011007,1,"0",-1.64
1590041329046697,C,TT-011006,1,"0",-1.64
1590041329046696,C,TT-011005,1,"0",-2.32
1590041329046694,C,TT-011004,1,"0",-2.32
1590041329046693,C,TT-012002,1,"0",45.78
1590041329046691,C,TT-012001,1,"0",45.78
1590041329046690,PSI,PT-012002,1,"0",0.36
1590041329046688,PSI,PT-012001,1,"0",0.36
1590041329046685,Bar,PT-010001,1,"0",0.07
1590041329046684,C,TT-010001,1,"0",-22.53
1590041329046682,C,TT-011203,1,"0",-6.22
1590041329046678,C,TT-011202,1,"0",-6.22
1590041329046676,C,TT-011201,1,"0",-6.22
1590041329046675,C,TT-011103,1,"0",45.78
1590041329046673,C,TT-011102,1,"0",45.78
1590041329046671,C,TT-011101,1,"0",45.78
1590041329046669,C,TT-011003,1,"0",-2.32
1590041329046667,C,TT-011002,1,"0",-3
1590041329046652,C,TT-011001,1,"0",-3
1590041330046214,PSI,PT-015001,1,"0",0.88
1590041330046212,C,TT-014002,1,"0",10.67
1590041330046210,C,TT-014001,1,"0",10.67
1590041330046209,PSI,PT-014002,1,"0",0.88
1590041330046207,PSI,PT-014001,1,"0",0.88
1590041330046206,C,TT-011507,1,"0",19.2
1590041330046203,C,TT-011506,1,"0",19.2
1590041330046202,C,TT-011505,1,"0",19.2
1590041330046200,C,TT-011504,1,"0",19.2
1590041330046199,C,TT-011503,1,"0",19.2
1590041330046197,C,TT-011502,1,"0",19.2
1590041330046196,C,TT-011501,1,"0",19.2
1590041330046194,PSI,PT-012004,1,"0",0.88
1590041330046193,mm,ZT-013001,1,"0",6.4
1590041330046191,C,TT-011207,1,"0",10.67
1590041330046190,C,TT-011206,1,"0",10.67
1590041330046188,C,TT-011205,1,"0",10.67
1590041330046187,C,TT-011204,1,"0",10.67
1590041330046185,C,TT-011107,1,"0",138.67
1590041330046184,C,TT-011106,1,"0",138.67
1590041330046182,C,TT-011105,1,"0",138.67
1590041330046181,C,TT-011104,1,"0",138.67
1590041330046179,C,TT-011007,1,"0",23.52
1590041330046178,C,TT-011006,1,"0",23.52
1590041330046176,C,TT-011005,1,"0",23.52
1590041330046175,C,TT-011004,1,"0",23.52
1590041330046173,C,TT-012002,1,"0",138.67
1590041330046171,C,TT-012001,1,"0",138.67
1590041330046169,PSI,PT-012002,1,"0",0.88
1590041330046163,PSI,PT-012001,1,"0",0.88
1590041330046162,Bar,PT-010001,1,"0",0.16
1590041330046161,C,TT-010001,1,"0",-13.24
1590041330046159,C,TT-011203,1,"0",10.67
1590041330046157,C,TT-011202,1,"0",10.67
1590041330046156,C,TT-011201,1,"0",10.67
1590041330046154,C,TT-011103,1,"0",138.67
1590041330046152,C,TT-011102,1,"0",138.67
1590041330046150,C,TT-011101,1,"0",138.67
1590041330046148,C,TT-011003,1,"0",23.52
1590041330046145,C,TT-011002,1,"0",23.52
1590041330046137,C,TT-011001,1,"0",23.52
1590041331046174,PSI,PT-015001,1,"0",0.88
1590041331046173,C,TT-014002,1,"0",10.67
1590041331046171,C,TT-014001,1,"0",10.67
1590041331046170,PSI,PT-014002,1,"0",0.88
1590041331046168,PSI,PT-014001,1,"0",0.88
1590041331046166,C,TT-011507,1,"0",19.2
1590041331046164,C,TT-011506,1,"0",19.2
1590041331046163,C,TT-011505,1,"0",19.2
1590041331046161,C,TT-011504,1,"0",19.2
1590041331046159,C,TT-011503,1,"0",19.2
1590041331046158,C,TT-011502,1,"0",19.2
1590041331046156,C,TT-011501,1,"0",19.2
1590041331046155,PSI,PT-012004,1,"0",0.88
1590041331046153,mm,ZT-013001,1,"0",6.4
1590041331046152,C,TT-011207,1,"0",10.67
1590041331046150,C,TT-011206,1,"0",10.67
1590041331046148,C,TT-011205,1,"0",10.67
1590041331046147,C,TT-011204,1,"0",10.67
1590041331046145,C,TT-011107,1,"0",138.67
1590041331046143,C,TT-011106,1,"0",138.67
1590041331046142,C,TT-011105,1,"0",138.67
1590041331046140,C,TT-011104,1,"0",138.67
1590041331046138,C,TT-011007,1,"0",23.52
1590041331046137,C,TT-011006,1,"0",23.52
1590041331046135,C,TT-011005,1,"0",23.52
1590041331046134,C,TT-011004,1,"0",23.52
1590041331046132,C,TT-012002,1,"0",138.67
1590041331046131,C,TT-012001,1,"0",138.67
1590041331046129,PSI,PT-012002,1,"0",0.88
1590041331046127,PSI,PT-012001,1,"0",0.88
1590041331046125,Bar,PT-010001,1,"0",0.16
1590041331046124,C,TT-010001,1,"0",-13.24
1590041331046122,C,TT-011203,1,"0",10.67
1590041331046120,C,TT-011202,1,"0",10.67
1590041331046118,C,TT-011201,1,"0",10.67
1590041331046113,C,TT-011103,1,"0",138.67
1590041331046082,C,TT-011102,1,"0",138.67
1590041331046080,C,TT-011101,1,"0",138.67
1590041331046078,C,TT-011003,1,"0",23.52
1590041331046075,C,TT-011002,1,"0",23.52
1590041331046062,C,TT-011001,1,"0",23.52
1590041332046122,PSI,PT-015001,1,"0",0.88
1590041332046121,C,TT-014002,1,"0",10.67
1590041332046119,C,TT-014001,1,"0",10.67
1590041332046117,PSI,PT-014002,1,"0",0.88
1590041332046116,PSI,PT-014001,1,"0",0.88
1590041332046115,C,TT-011507,1,"0",19.2
1590041332046113,C,TT-011506,1,"0",19.2
1590041332046112,C,TT-011505,1,"0",19.2
1590041332046110,C,TT-011504,1,"0",19.2
1590041332046108,C,TT-011503,1,"0",19.2
1590041332046106,C,TT-011502,1,"0",19.2
1590041332046105,C,TT-011501,1,"0",19.2
1590041332046103,PSI,PT-012004,1,"0",0.88
1590041332046102,mm,ZT-013001,1,"0",6.4
1590041332046100,C,TT-011207,1,"0",10.67
1590041332046098,C,TT-011206,1,"0",10.67
1590041332046096,C,TT-011205,1,"0",10.67
1590041332046095,C,TT-011204,1,"0",10.67
1590041332046093,C,TT-011107,1,"0",138.67
1590041332046092,C,TT-011106,1,"0",138.67
1590041332046090,C,TT-011105,1,"0",138.67
1590041332046086,C,TT-011104,1,"0",138.67
1590041332046085,C,TT-011007,1,"0",23.52
1590041332046083,C,TT-011006,1,"0",23.52
1590041332046081,C,TT-011005,1,"0",23.52
1590041332046080,C,TT-011004,1,"0",23.52
1590041332046079,C,TT-012002,1,"0",138.67
1590041332046077,C,TT-012001,1,"0",138.67
1590041332046075,PSI,PT-012002,1,"0",0.88
1590041332046074,PSI,PT-012001,1,"0",0.88
1590041332046072,Bar,PT-010001,1,"0",0.16
1590041332046070,C,TT-010001,1,"0",-13.24
1590041332046069,C,TT-011203,1,"0",10.67
1590041332046066,C,TT-011202,1,"0",10.67
1590041332046059,C,TT-011201,1,"0",10.67
1590041332046023,C,TT-011103,1,"0",138.67
1590041332046021,C,TT-011102,1,"0",138.67
1590041332046016,C,TT-011101,1,"0",138.67
1590041332046014,C,TT-011003,1,"0",23.52
1590041332046012,C,TT-011002,1,"0",23.52
1590041332045996,C,TT-011001,1,"0",23.52
1590041333049111,PSI,PT-015001,1,"0",0.88
1590041333049110,C,TT-014002,1,"0",10.67
1590041333049109,C,TT-014001,1,"0",10.67
1590041333049107,PSI,PT-014002,1,"0",0.88
1590041333049105,PSI,PT-014001,1,"0",0.88
1590041333049104,C,TT-011507,1,"0",19.2
1590041333049102,C,TT-011506,1,"0",19.2
1590041333049100,C,TT-011505,1,"0",19.2
1590041333049098,C,TT-011504,1,"0",19.2
1590041333049096,C,TT-011503,1,"0",19.2
1590041333049095,C,TT-011502,1,"0",19.2
1590041333049093,C,TT-011501,1,"0",19.2
1590041333049091,PSI,PT-012004,1,"0",0.88
1590041333049090,mm,ZT-013001,1,"0",6.4
1590041333049088,C,TT-011207,1,"0",10.67
1590041333049087,C,TT-011206,1,"0",10.67
1590041333049085,C,TT-011205,1,"0",10.67
1590041333049084,C,TT-011204,1,"0",10.67
1590041333049082,C,TT-011107,1,"0",138.67
1590041333049080,C,TT-011106,1,"0",138.67
1590041333049079,C,TT-011105,1,"0",138.67
1590041333049077,C,TT-011104,1,"0",138.67
1590041333049076,C,TT-011007,1,"0",23.52
1590041333049074,C,TT-011006,1,"0",23.52
1590041333049073,C,TT-011005,1,"0",23.52
1590041333049071,C,TT-011004,1,"0",23.52
1590041333049069,C,TT-012002,1,"0",138.67
1590041333049068,C,TT-012001,1,"0",138.67
1590041333049066,PSI,PT-012002,1,"0",0.88
1590041333049064,PSI,PT-012001,1,"0",0.88
1590041333049063,Bar,PT-010001,1,"0",0.16
1590041333049061,C,TT-010001,1,"0",-13.24
1590041333049056,C,TT-011203,1,"0",10.67
1590041333049054,C,TT-011202,1,"0",10.67
1590041333049052,C,TT-011201,1,"0",10.67
1590041333049048,C,TT-011103,1,"0",138.67
1590041333049014,C,TT-011102,1,"0",138.67
1590041333049012,C,TT-011101,1,"0",138.67
1590041333049010,C,TT-011003,1,"0",23.52
1590041333049007,C,TT-011002,1,"0",23.52
1590041333048992,C,TT-011001,1,"0",23.52
1590041334046899,PSI,PT-015001,1,"0",0.88
1590041334046897,C,TT-014002,1,"0",10.67
1590041334046896,C,TT-014001,1,"0",10.67
1590041334046894,PSI,PT-014002,1,"0",0.88
1590041334046893,PSI,PT-014001,1,"0",0.88
1590041334046891,C,TT-011507,1,"0",19.2
1590041334046889,C,TT-011506,1,"0",19.2
1590041334046887,C,TT-011505,1,"0",19.2
1590041334046886,C,TT-011504,1,"0",19.2
1590041334046884,C,TT-011503,1,"0",19.2
1590041334046883,C,TT-011502,1,"0",19.2
1590041334046881,C,TT-011501,1,"0",19.2
1590041334046880,PSI,PT-012004,1,"0",0.88
1590041334046878,mm,ZT-013001,1,"0",6.4
1590041334046876,C,TT-011207,1,"0",10.67
1590041334046875,C,TT-011206,1,"0",10.67
1590041334046873,C,TT-011205,1,"0",10.67
1590041334046872,C,TT-011204,1,"0",10.67
1590041334046870,C,TT-011107,1,"0",138.67
1590041334046868,C,TT-011106,1,"0",138.67
1590041334046866,C,TT-011105,1,"0",138.67
1590041334046864,C,TT-011104,1,"0",138.67
1590041334046863,C,TT-011007,1,"0",23.52
1590041334046861,C,TT-011006,1,"0",23.52
1590041334046859,C,TT-011005,1,"0",23.52
1590041334046858,C,TT-011004,1,"0",23.52
1590041334046856,C,TT-012002,1,"0",138.67
1590041334046854,C,TT-012001,1,"0",138.67
1590041334046848,PSI,PT-012002,1,"0",0.88
1590041334046846,PSI,PT-012001,1,"0",0.88
1590041334046845,Bar,PT-010001,1,"0",0.16
1590041334046842,C,TT-010001,1,"0",-13.24
1590041334046841,C,TT-011203,1,"0",10.67
1590041334046839,C,TT-011202,1,"0",10.67
1590041334046837,C,TT-011201,1,"0",10.67
1590041334046835,C,TT-011103,1,"0",138.67
1590041334046833,C,TT-011102,1,"0",138.67
1590041334046831,C,TT-011101,1,"0",138.67
1590041334046829,C,TT-011003,1,"0",23.52
1590041334046826,C,TT-011002,1,"0",23.52
1590041334046809,C,TT-011001,1,"0",23.52
1590041335050195,PSI,PT-015001,1,"0",0.7
1590041335050194,C,TT-014002,1,"0",4.89
1590041335050192,C,TT-014001,1,"0",4.89
1590041335050190,PSI,PT-014002,1,"0",0.7
1590041335050188,PSI,PT-014001,1,"0",0.7
1590041335050186,C,TT-011507,1,"0",15.3
1590041335050184,C,TT-011506,1,"0",15
1590041335050183,C,TT-011505,1,"0",15
1590041335050182,C,TT-011504,1,"0",15
1590041335050180,C,TT-011503,1,"0",15
1590041335050178,C,TT-011502,1,"0",15
1590041335050177,C,TT-011501,1,"0",15
1590041335050176,PSI,PT-012004,1,"0",0.69
1590041335050174,mm,ZT-013001,1,"0",5
1590041335050172,C,TT-011207,1,"0",4.44
1590041335050170,C,TT-011206,1,"0",4.44
1590041335050169,C,TT-011205,1,"0",4.44
1590041335050167,C,TT-011204,1,"0",4.44
1590041335050166,C,TT-011107,1,"0",104.44
1590041335050164,C,TT-011106,1,"0",104.44
1590041335050162,C,TT-011105,1,"0",102
1590041335050161,C,TT-011104,1,"0",102
1590041335050159,C,TT-011007,1,"0",13.32
1590041335050158,C,TT-011006,1,"0",13.32
1590041335050156,C,TT-011005,1,"0",13.32
1590041335050154,C,TT-011004,1,"0",13.32
1590041335050144,C,TT-012002,1,"0",102
1590041335050142,C,TT-012001,1,"0",102
1590041335050140,PSI,PT-012002,1,"0",0.68
1590041335050139,PSI,PT-012001,1,"0",0.68
1590041335050137,Bar,PT-010001,1,"0",0.12
1590041335050136,C,TT-010001,1,"0",-16.91
1590041335050134,C,TT-011203,1,"0",4
1590041335050132,C,TT-011202,1,"0",4
1590041335050131,C,TT-011201,1,"0",4
1590041335050129,C,TT-011103,1,"0",99.56
1590041335050127,C,TT-011102,1,"0",99.56
1590041335050126,C,TT-011101,1,"0",99.56
1590041335050124,C,TT-011003,1,"0",12.64
1590041335050121,C,TT-011002,1,"0",12.64
1590041335050102,C,TT-011001,1,"0",12.64
1590041336049706,PSI,PT-015001,1,"0",0.88
1590041336049705,C,TT-014002,1,"0",10.67
1590041336049703,C,TT-014001,1,"0",10.67
1590041336049702,PSI,PT-014002,1,"0",0.88
1590041336049700,PSI,PT-014001,1,"0",0.88
1590041336049699,C,TT-011507,1,"0",19.2
1590041336049697,C,TT-011506,1,"0",19.2
1590041336049695,C,TT-011505,1,"0",19.2
1590041336049694,C,TT-011504,1,"0",19.2
1590041336049692,C,TT-011503,1,"0",19.2
1590041336049691,C,TT-011502,1,"0",19.2
1590041336049689,C,TT-011501,1,"0",19.2
1590041336049687,PSI,PT-012004,1,"0",0.88
1590041336049686,mm,ZT-013001,1,"0",6.4
1590041336049684,C,TT-011207,1,"0",10.67
1590041336049683,C,TT-011206,1,"0",10.67
1590041336049681,C,TT-011205,1,"0",10.67
1590041336049679,C,TT-011204,1,"0",10.67
1590041336049677,C,TT-011107,1,"0",138.67
1590041336049674,C,TT-011106,1,"0",138.67
1590041336049673,C,TT-011105,1,"0",138.67
1590041336049672,C,TT-011104,1,"0",138.67
1590041336049670,C,TT-011007,1,"0",23.52
1590041336049669,C,TT-011006,1,"0",23.52
1590041336049667,C,TT-011005,1,"0",23.52
1590041336049666,C,TT-011004,1,"0",23.52
1590041336049664,C,TT-012002,1,"0",138.67
1590041336049663,C,TT-012001,1,"0",138.67
1590041336049661,PSI,PT-012002,1,"0",0.88
1590041336049660,PSI,PT-012001,1,"0",0.88
1590041336049658,Bar,PT-010001,1,"0",0.16
1590041336049656,C,TT-010001,1,"0",-13.24
1590041336049654,C,TT-011203,1,"0",10.67
1590041336049653,C,TT-011202,1,"0",10.67
1590041336049651,C,TT-011201,1,"0",10.67
1590041336049649,C,TT-011103,1,"0",138.67
1590041336049563,C,TT-011102,1,"0",138.67
1590041336049561,C,TT-011101,1,"0",138.67
1590041336049559,C,TT-011003,1,"0",23.52
1590041336049557,C,TT-011002,1,"0",23.52
1590041336049542,C,TT-011001,1,"0",23.52
1590041337046691,PSI,PT-015001,1,"0",0.88
1590041337046689,C,TT-014002,1,"0",10.67
1590041337046688,C,TT-014001,1,"0",10.67
1590041337046686,PSI,PT-014002,1,"0",0.88
1590041337046685,PSI,PT-014001,1,"0",0.88
1590041337046683,C,TT-011507,1,"0",19.2
1590041337046682,C,TT-011506,1,"0",19.2
1590041337046680,C,TT-011505,1,"0",19.2
1590041337046679,C,TT-011504,1,"0",19.2
1590041337046677,C,TT-011503,1,"0",19.2
1590041337046675,C,TT-011502,1,"0",19.2
1590041337046674,C,TT-011501,1,"0",19.2
1590041337046672,PSI,PT-012004,1,"0",0.88
1590041337046671,mm,ZT-013001,1,"0",6.4
1590041337046669,C,TT-011207,1,"0",10.67
1590041337046668,C,TT-011206,1,"0",10.67
1590041337046666,C,TT-011205,1,"0",10.67
1590041337046665,C,TT-011204,1,"0",10.67
1590041337046663,C,TT-011107,1,"0",138.67
1590041337046661,C,TT-011106,1,"0",138.67
1590041337046659,C,TT-011105,1,"0",138.67
1590041337046658,C,TT-011104,1,"0",138.67
1590041337046656,C,TT-011007,1,"0",23.52
1590041337046655,C,TT-011006,1,"0",23.52
1590041337046653,C,TT-011005,1,"0",23.52
1590041337046651,C,TT-011004,1,"0",23.52
1590041337046650,C,TT-012002,1,"0",138.67
1590041337046648,C,TT-012001,1,"0",138.67
1590041337046646,PSI,PT-012002,1,"0",0.88
1590041337046644,PSI,PT-012001,1,"0",0.88
1590041337046642,Bar,PT-010001,1,"0",0.16
1590041337046641,C,TT-010001,1,"0",-13.24
1590041337046639,C,TT-011203,1,"0",10.67
1590041337046637,C,TT-011202,1,"0",10.67
1590041337046635,C,TT-011201,1,"0",10.67
1590041337046634,C,TT-011103,1,"0",138.67
1590041337046632,C,TT-011102,1,"0",138.67
1590041337046630,C,TT-011101,1,"0",138.67
1590041337046628,C,TT-011003,1,"0",23.52
1590041337046625,C,TT-011002,1,"0",23.52
1590041337046600,C,TT-011001,1,"0",23.52
1590041338048017,PSI,PT-015001,1,"0",0.88
1590041338048016,C,TT-014002,1,"0",10.67
1590041338048014,C,TT-014001,1,"0",10.67
1590041338048013,PSI,PT-014002,1,"0",0.88
1590041338048011,PSI,PT-014001,1,"0",0.88
1590041338048010,C,TT-011507,1,"0",19.2
1590041338048008,C,TT-011506,1,"0",19.2
1590041338048007,C,TT-011505,1,"0",19.2
1590041338048005,C,TT-011504,1,"0",19.2
1590041338048003,C,TT-011503,1,"0",19.2
1590041338048002,C,TT-011502,1,"0",19.2
1590041338048000,C,TT-011501,1,"0",19.2
1590041338047999,PSI,PT-012004,1,"0",0.88
1590041338047996,mm,ZT-013001,1,"0",6.4
1590041338047994,C,TT-011207,1,"0",10.67
1590041338047993,C,TT-011206,1,"0",10.67
1590041338047987,C,TT-011205,1,"0",10.67
1590041338047985,C,TT-011204,1,"0",10.67
1590041338047984,C,TT-011107,1,"0",138.67
1590041338047982,C,TT-011106,1,"0",138.67
1590041338047981,C,TT-011105,1,"0",138.67
1590041338047979,C,TT-011104,1,"0",138.67
1590041338047978,C,TT-011007,1,"0",23.52
1590041338047977,C,TT-011006,1,"0",23.52
1590041338047975,C,TT-011005,1,"0",23.52
1590041338047974,C,TT-011004,1,"0",23.52
1590041338047972,C,TT-012002,1,"0",138.67
1590041338047970,C,TT-012001,1,"0",138.67
1590041338047969,PSI,PT-012002,1,"0",0.88
1590041338047967,PSI,PT-012001,1,"0",0.88
1590041338047966,Bar,PT-010001,1,"0",0.16
1590041338047964,C,TT-010001,1,"0",-13.24
1590041338047962,C,TT-011203,1,"0",10.67
1590041338047960,C,TT-011202,1,"0",10.67
1590041338047958,C,TT-011201,1,"0",10.67
1590041338047956,C,TT-011103,1,"0",138.67
1590041338047955,C,TT-011102,1,"0",138.67
1590041338047950,C,TT-011101,1,"0",138.67
1590041338047948,C,TT-011003,1,"0",23.52
1590041338047945,C,TT-011002,1,"0",23.52
1590041338047929,C,TT-011001,1,"0",23.52
1590041339046139,PSI,PT-015001,1,"0",0.88
1590041339046137,C,TT-014002,1,"0",10.67
1590041339046136,C,TT-014001,1,"0",10.67
1590041339046134,PSI,PT-014002,1,"0",0.88
1590041339046132,PSI,PT-014001,1,"0",0.88
1590041339046131,C,TT-011507,1,"0",19.2
1590041339046129,C,TT-011506,1,"0",19.2
1590041339046128,C,TT-011505,1,"0",19.2
1590041339046126,C,TT-011504,1,"0",19.2
1590041339046124,C,TT-011503,1,"0",19.2
1590041339046123,C,TT-011502,1,"0",19.2
1590041339046121,C,TT-011501,1,"0",19.2
1590041339046120,PSI,PT-012004,1,"0",0.88
1590041339046118,mm,ZT-013001,1,"0",6.4
1590041339046117,C,TT-011207,1,"0",10.67
1590041339046115,C,TT-011206,1,"0",10.67
1590041339046114,C,TT-011205,1,"0",10.67
1590041339046112,C,TT-011204,1,"0",10.67
1590041339046111,C,TT-011107,1,"0",138.67
1590041339046109,C,TT-011106,1,"0",138.67
1590041339046107,C,TT-011105,1,"0",138.67
1590041339046105,C,TT-011104,1,"0",138.67
1590041339046104,C,TT-011007,1,"0",23.52
1590041339046102,C,TT-011006,1,"0",23.52
1590041339046101,C,TT-011005,1,"0",23.52
1590041339046098,C,TT-011004,1,"0",23.52
1590041339046097,C,TT-012002,1,"0",138.67
1590041339046095,C,TT-012001,1,"0",138.67
1590041339046093,PSI,PT-012002,1,"0",0.88
1590041339046091,PSI,PT-012001,1,"0",0.88
1590041339046090,Bar,PT-010001,1,"0",0.16
1590041339046088,C,TT-010001,1,"0",-13.24
1590041339046086,C,TT-011203,1,"0",10.67
1590041339046084,C,TT-011202,1,"0",10.67
1590041339046079,C,TT-011201,1,"0",10.67
1590041339046040,C,TT-011103,1,"0",138.67
1590041339046038,C,TT-011102,1,"0",138.67
1590041339046036,C,TT-011101,1,"0",138.67
1590041339046035,C,TT-011003,1,"0",23.52
1590041339046032,C,TT-011002,1,"0",23.52
1590041339046018,C,TT-011001,1,"0",23.52
1590041340053109,PSI,PT-015001,1,"0",0.15
1590041340053108,C,TT-014002,1,"0",-12.89
1590041340053106,C,TT-014001,1,"0",-12.89
1590041340053105,PSI,PT-014002,1,"0",0.15
1590041340053103,PSI,PT-014001,1,"0",0.15
1590041340053102,C,TT-011507,1,"0",3.3
1590041340053100,C,TT-011506,1,"0",3.3
1590041340053099,C,TT-011505,1,"0",3.3
1590041340053098,C,TT-011504,1,"0",3.3
1590041340053096,C,TT-011503,1,"0",3.3
1590041340053095,C,TT-011502,1,"0",3.3
1590041340053093,C,TT-011501,1,"0",3
1590041340053092,PSI,PT-012004,1,"0",0.14
1590041340053090,mm,ZT-013001,1,"0",1
1590041340053089,C,TT-011207,1,"0",-13.33
1590041340053087,C,TT-011206,1,"0",-13.33
1590041340053085,C,TT-011205,1,"0",-13.33
1590041340053083,C,TT-011204,1,"0",-13.33
1590041340053081,C,TT-011107,1,"0",6.67
1590041340053080,C,TT-011106,1,"0",6.67
1590041340053079,C,TT-011105,1,"0",6.67
1590041340053077,C,TT-011104,1,"0",6.67
1590041340053076,C,TT-011007,1,"0",-13.2
1590041340053074,C,TT-011006,1,"0",-13.2
1590041340053073,C,TT-011005,1,"0",-13.2
1590041340053071,C,TT-011004,1,"0",-13.2
1590041340053070,C,TT-012002,1,"0",4.22
1590041340053068,C,TT-012001,1,"0",4.22
1590041340053067,PSI,PT-012002,1,"0",0.12
1590041340053065,PSI,PT-012001,1,"0",0.12
1590041340053064,Bar,PT-010001,1,"0",0.02
1590041340053062,C,TT-010001,1,"0",-26.69
1590041340053060,C,TT-011203,1,"0",-13.78
1590041340053059,C,TT-011202,1,"0",-13.78
1590041340053057,C,TT-011201,1,"0",-13.78
1590041340053055,C,TT-011103,1,"0",4.22
1590041340053054,C,TT-011102,1,"0",4.22
1590041340053052,C,TT-011101,1,"0",4.22
1590041340053050,C,TT-011003,1,"0",-13.88
1590041340053045,C,TT-011002,1,"0",-13.88
1590041340053031,C,TT-011001,1,"0",-14.56
1590041341046082,PSI,PT-015001,1,"0",0.88
1590041341046081,C,TT-014002,1,"0",10.67
1590041341046079,C,TT-014001,1,"0",10.67
1590041341046078,PSI,PT-014002,1,"0",0.88
1590041341046076,PSI,PT-014001,1,"0",0.88
